0,215
0,218
0,217
0,217
0,219
56.5877,257
52.5241,253
46.158,252
63.9849,252
44.1897,253
30.9168,244
33.8489,242
27.6925,241
28.9105,240
25.4006,241
133.88,552
124.652,544
212.971,543
192.341,543
191.76,547
66.7519,448
122.553,448
96.4659,449
66.0515,449
65.6531,446
464.431,1615
502.568,1615
519.015,1623
506.382,1615
669.924,1613
101.669,597
121.54,592
89.8413,593
99.6132,590
121.486,592
697.748,2605
952.6,2540
613.244,2584
657.228,2553
742.426,2577
121.737,849
192.359,875
154.752,840
121.156,886
177.358,844
1001.46,3784
1060.73,3717
956.767,3524
939.465,3524
1008.46,3586
