0,0
0,0
0,0
0,0
0,0
26.1224,8649
39.342,7743
21.2857,8395
25.0145,8020
37.8118,8026
9.39918,14236
8.22669,11842
6.40746,11423
9.84375,11964
9.43374,11454
145.14,21638
163.007,21517
192.019,20349
179.602,21448
170.122,21611
74.4512,7383
86.6414,7574
62.6296,7466
52.8853,7470
87.327,7544
624.623,9252
600.692,8370
691.403,8336
624.535,8032
598.599,8083
187.481,121
117.247,116
151.886,118
181.797,115
133.139,125
830.613,259
1181.69,239
1044.32,253
963.866,249
861.832,237
189.285,4924
154.342,5001
187.039,5031
189.661,4928
175.148,4936
1220.05,1267
1017.67,1249
1057.88,1234
1094.98,1232
1085.94,1262
