0,426
0,432
0,417
0,433
0,431
20.3955,388
18.0633,388
34.0615,385
25.654,382
39.0557,383
7.75836,834
9.08229,843
5.68995,710
6.12459,714
12.7544,811
147.103,593
169.236,610
128.348,593
186.756,596
155.683,604
97.8447,1155
99.9418,1171
78.0372,1205
70.8969,1182
101.732,1200
711.907,912
601.608,886
611.142,870
636.609,888
616.772,870
145.271,2035
101.726,1366
125.449,1410
121.372,1449
135.165,1579
891.033,1014
997.317,1000
880.416,1041
867.431,1048
778.716,1077
203.201,1465
215.189,1753
221.252,1754
198.26,1734
179.571,1666
1130.26,1166
950.58,1143
1064.1,1105
1097.77,1162
1024,1221
