0,28
0,14
0,11
0,11
0,8
56.9744,15
71.3762,12
65.532,11
49.5825,19
62.5154,15
41.0117,36
19.7428,38
18.0842,48
22.866,54
28.7626,45
128.153,58
92.2378,66
129.704,52
140.343,48
111.478,50
66.8129,155
70.6358,125
32.8155,142
78.2203,115
64.1263,124
415.676,201
399.943,241
417.698,174
400.476,244
444.251,179
40.8697,379
80.5461,208
81.7587,232
72.211,230
78.9095,280
457.009,323
662.259,364
706.137,366
546.726,275
578.191,364
114.819,332
58.2777,394
115.593,346
116.406,452
143.538,319
753.559,605
836.635,611
676.847,642
701.46,603
613.378,555
