0,649
0,654
0,660
0,661
0,658
44.1554,344
39.5707,339
35.7959,341
29.8948,340
30.8805,340
14.0934,458
13.7225,456
11.2937,460
31.6403,456
22.6837,457
158.188,772
102.199,779
113.3,772
165.517,775
144.197,777
82.6652,925
62.7167,932
64.2645,978
58.3843,950
55.9173,950
362.581,2135
381.676,2124
556.698,2136
414.292,2155
435.368,2163
91.2944,1315
83.5178,1269
83.0311,1314
103.585,1418
64.819,1264
453.953,3374
611.072,3308
387.705,3412
508.361,3343
543.571,3392
113.086,1717
148.833,1719
109.963,1686
139.543,1690
87.1966,1771
551.29,4761
563.419,4688
531.629,4605
635.358,4533
551.815,4449
