0,300
0,301
0,300
0,299
0,299
32.4313,433
23.9576,433
31.6959,434
37.6499,432
36.0995,433
8.01888,776
5.45379,771
13.8414,766
12.3992,770
11.4527,767
165.889,1247
156.185,1242
180.697,1245
196.148,1247
187.991,1246
71.9132,2300
74.6082,2312
94.3308,2304
72.7949,2314
78.7634,2310
583.022,3990
559.748,3954
571.818,3979
542.659,3965
609.421,4302
98.0265,3534
88.0853,3516
111.239,3504
128.662,3503
102.574,3507
746.739,6280
963.41,6221
820.994,6284
786.345,6254
728.135,6261
161.293,5195
181.802,5238
160.192,5220
166.426,5234
143.552,5232
1053.38,9385
925.908,9081
917.479,9037
975.671,9039
994.034,9119
