0,491
0,523
0,450
0,523
0,523
47.6675,290
35.6344,288
46.158,288
48.2807,285
40.0496,291
13.0534,746
15.6353,795
20.5575,630
14.7617,617
9.38512,698
214.947,410
187.915,433
197.987,435
247.711,418
215.917,433
131.029,896
100.51,968
102.381,914
112.994,902
107.994,968
827.788,637
707.27,646
870.473,642
676.655,731
684.735,644
168.113,1555
140.631,1133
151.168,996
150.15,1102
155.444,1345
833.198,831
1189.15,679
1050.21,889
921.692,888
915.071,845
192.19,1162
229.578,1358
216.707,1307
215.57,1201
238.176,1107
1381.24,1102
1332.72,1051
1220.79,1096
1224.34,1000
1331.04,1001
