0,425
0,436
0,417
0,437
0,435
37.2419,387
28.9435,386
31.0295,377
33.4772,374
29.6334,374
7.85493,816
7.76698,847
4.63347,717
6.92366,710
10.616,765
165.185,600
167.356,624
175.309,583
182.645,581
204.05,596
93.7982,1177
78.536,1134
76.4567,1198
63.5544,1118
65.6086,1203
643.446,861
688.684,891
693.775,885
613.881,897
575.691,833
118.272,1859
104.828,1245
118.058,1389
162.272,1387
65.5957,1588
774.276,927
875.151,944
1038.08,844
852.732,891
887.31,991
221.311,1387
220.047,1667
200.571,1666
191.218,1583
209.632,1386
1192.28,1008
1098.42,1092
1032.97,1106
1096.08,1142
1144.37,1179
