0,6
0,15
0,21
0,18
0,17
117.36,25644
72.2831,238
90.931,8640
97.4931,2070
143.469,1336
39.838,4440
65.1961,6989
16.8755,268
28.6162,78
17.1348,951
285.49,6562
214.385,3054
265.5,18641
246.106,5227
386.55,8505
150.731,663
200.959,28
114.181,3143
132.282,3176
99.8099,596
989.148,16902
938.036,172085
860.075,47246
807.345,29145
1032.41,52650
254.338,2236
185.101,1689
332.817,295
136.91,1690
212.994,4444
678.444,577
1173.78,2987
1150.87,613
1143.92,7301
1137.93,34963
355.934,8459
297.008,31834
232.209,482
189.109,568
197.48,4108
1347.97,1238
1372.18,100
1064.81,8697
1573.14,1629
1617.54,111
