0,20
0,21
0,22
0,22
0,24
67.9295,4
32.233,4
59.1021,2
63.8668,3
131.609,4
18.5678,2
35.1127,2
29.3485,2
29.4112,2
20.9401,3
172.142,91689
145.124,74960
169.316,74319
188.057,75074
134.952,71690
232.671,0
475.403,0
184.371,0
318.102,0
348.939,0
701.955,1085
640.352,1087
682.789,1091
689.438,1065
581.368,1091
321.805,0
271.579,0
379.143,0
384.239,0
283.274,0
738.301,63953
965.363,47551
881.444,48969
766.497,48580
688.25,49094
409.806,1
291.501,1
304.276,0
335.568,1
420.307,1
1389.47,13
1321.32,14
1358.78,14
1412.38,14
1506.07,13
